A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A32,A33,A34,A35,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,Class
1,4,15,21,11,48,19,11,41,3,1,16,45,30,20,38,16,36,5,46,16,11,11,31,47,37,15,18,36,8,37,44,22,23,48,14,25,26,14,27,3,40,8,47,11,11,17,37,26,13,8,B
1,4,33,12,18,3,43,6,4,18,5,8,5,17,40,45,22,42,22,22,8,7,3,12,39,39,21,35,32,45,5,39,1,36,45,13,33,16,35,17,23,6,22,5,42,28,50,11,28,45,4,B
1,4,44,34,39,15,21,23,40,10,49,28,24,37,12,37,30,20,38,36,32,46,4,23,20,35,9,14,20,14,2,1,31,14,46,29,42,35,28,26,9,30,29,15,44,7,16,9,12,31,9,B
1,4,29,6,12,16,8,22,40,13,24,3,12,29,32,25,13,50,38,36,37,19,13,30,49,32,2,47,7,38,9,32,3,33,13,50,6,25,17,13,35,20,28,29,47,10,41,18,37,25,36,B
1,4,26,1,28,6,13,38,13,5,1,40,3,44,36,16,49,7,45,22,28,10,28,36,25,22,45,13,6,20,12,34,26,29,6,1,44,21,30,15,40,17,24,4,26,46,28,22,36,48,40,B
1,4,42,25,23,17,6,46,5,21,18,44,17,34,20,28,50,11,38,49,10,17,49,22,30,49,9,42,39,9,44,29,28,42,6,28,46,10,42,12,26,46,23,40,4,32,35,31,39,28,34,B
1,4,24,19,15,8,48,13,36,22,26,46,6,7,44,27,24,37,24,45,6,8,29,44,28,38,17,42,15,5,26,10,46,4,6,31,26,32,45,9,20,12,12,15,1,14,20,25,11,50,11,B
1,4,8,28,42,22,49,20,10,6,21,29,27,21,50,12,17,40,46,35,26,23,50,22,36,29,49,7,25,47,4,13,50,14,46,9,48,10,27,37,17,4,21,3,50,40,31,9,4,27,43,B
1,4,12,10,27,15,50,18,18,28,30,46,32,37,4,4,21,3,39,33,31,12,20,30,36,34,36,4,30,21,7,3,3,2,33,3,34,3,8,29,24,10,29,36,38,50,35,42,18,7,49,B
1,4,48,50,47,21,11,49,13,4,28,43,50,31,36,40,10,47,43,6,33,9,42,9,48,44,50,33,29,49,38,43,5,20,4,6,46,50,4,4,20,24,11,25,20,23,47,45,37,11,11,B
1,4,13,37,32,7,41,16,23,11,8,28,11,15,20,20,7,5,7,47,47,17,32,17,23,26,12,10,45,29,11,6,18,17,44,5,14,39,49,49,34,33,41,6,6,4,14,33,15,2,8,B
1,4,22,46,30,26,9,13,50,13,41,2,8,9,19,19,22,4,30,5,9,5,29,43,11,36,20,16,16,36,35,46,21,37,1,45,37,49,22,8,11,8,25,24,10,5,19,25,50,30,14,B
1,4,20,6,9,18,39,25,42,40,15,39,27,9,28,50,28,12,23,31,43,2,32,10,33,49,6,22,37,34,22,37,40,2,16,50,20,35,25,42,15,18,2,27,42,24,38,16,24,47,14,B
1,4,32,5,36,45,17,34,30,3,1,8,11,19,3,44,49,1,24,15,29,46,24,33,34,47,24,28,5,3,13,8,3,26,21,15,15,4,24,47,16,5,16,8,23,46,20,12,39,5,31,B
1,4,24,8,28,37,28,36,38,4,36,37,45,21,34,3,40,44,8,33,4,43,41,8,32,20,44,4,17,34,6,40,2,28,34,1,31,40,2,16,1,11,7,36,47,27,15,3,2,24,7,B
1,4,47,4,10,21,45,11,7,1,27,20,20,15,33,16,5,14,23,15,8,17,38,49,32,11,42,19,16,18,27,21,38,4,22,8,47,39,21,9,20,20,21,41,15,43,49,46,7,30,38,B
1,4,2,31,28,13,30,24,30,25,38,31,35,15,11,27,49,25,1,49,34,18,11,50,26,12,40,33,24,28,15,49,32,19,20,40,32,45,8,13,29,45,32,16,44,36,30,8,6,38,42,B
1,4,9,7,16,37,6,22,26,30,30,13,48,16,14,47,48,18,37,50,39,38,32,2,7,6,34,8,19,47,43,39,41,45,5,38,37,30,9,34,19,34,31,22,12,32,49,31,1,29,47,B
1,4,17,30,42,46,10,41,16,29,45,21,22,24,12,14,4,23,19,43,35,24,13,8,32,29,46,35,28,3,37,5,25,3,36,12,3,38,28,33,34,19,6,11,1,24,2,19,7,12,23,B
1,4,25,46,12,43,44,15,49,39,8,2,5,34,2,44,18,39,30,44,20,48,50,24,1,17,32,47,18,9,14,5,11,12,49,19,40,37,27,6,43,9,46,47,46,39,40,42,36,10,31,B
1,4,4,9,50,17,6,15,12,4,5,36,10,20,25,34,32,8,35,42,13,1,6,4,38,14,35,21,2,24,3,42,38,35,21,16,20,8,44,3,41,33,41,48,21,29,20,45,19,6,34,B
1,4,13,32,10,18,29,7,35,46,11,33,43,27,20,32,24,15,30,45,32,25,16,47,35,45,6,2,10,9,7,3,13,13,48,13,44,46,14,2,7,26,13,40,39,42,47,3,41,17,16,B
1,4,9,24,46,4,20,50,24,39,17,16,19,2,49,31,14,10,48,29,9,32,47,34,17,21,12,18,38,33,34,13,2,21,13,37,26,48,8,1,17,48,3,36,19,12,30,10,45,15,42,B
1,4,40,2,30,39,22,2,36,45,41,6,22,24,48,25,25,45,45,9,32,38,40,17,34,33,10,50,44,21,18,13,37,29,45,30,12,21,30,4,26,11,4,12,40,23,29,33,37,17,24,B
1,4,7,1,49,32,39,43,30,21,8,22,30,48,6,25,22,6,42,4,47,28,47,11,10,38,33,32,18,22,22,22,22,22,23,13,31,35,9,36,43,18,6,49,2,33,42,29,39,48,35,B
1,4,23,5,26,43,6,46,1,39,12,50,3,22,17,7,14,42,46,8,34,23,3,13,7,7,29,45,1,3,6,28,32,22,45,14,5,50,4,32,4,34,5,24,41,50,29,21,50,30,19,B
1,4,6,4,9,20,49,23,15,41,44,41,41,34,5,16,47,44,1,23,50,1,10,18,49,29,10,11,47,36,48,22,14,20,7,14,44,1,45,34,19,14,28,25,48,23,28,26,45,44,5,B
1,4,43,47,25,12,43,48,29,19,5,28,4,23,26,5,11,40,16,40,50,3,20,24,3,27,16,14,25,12,31,14,23,39,25,38,35,45,17,34,3,10,11,39,45,44,28,48,17,30,5,B
1,4,42,14,28,29,33,26,19,1,27,18,2,20,26,28,1,26,16,28,14,27,32,49,2,17,42,10,32,24,46,28,19,29,12,8,4,17,48,30,16,31,30,7,46,39,21,8,3,28,35,B
1,4,20,6,36,32,30,17,34,3,7,20,13,41,11,25,45,35,11,24,5,16,38,50,20,17,44,42,27,16,2,19,13,34,13,26,39,47,9,49,39,7,12,8,48,1,34,50,19,24,8,B
1,4,44,47,50,31,40,47,25,14,15,30,26,37,8,7,49,33,20,49,49,37,26,40,23,50,39,39,17,3,44,35,8,25,43,24,41,37,36,50,22,6,33,3,16,40,1,48,13,12,28,B
1,4,48,48,8,10,32,48,49,12,22,46,21,41,36,10,4,18,40,48,23,21,20,21,27,2,45,43,27,26,7,13,43,12,24,13,37,1,27,4,37,6,45,40,40,45,26,47,40,24,35,B
1,4,46,5,25,5,2,10,32,35,45,50,32,4,18,48,40,24,11,1,45,13,26,31,7,38,36,41,29,16,28,7,18,42,39,26,20,5,50,37,33,36,41,46,12,28,45,32,30,27,19,B
1,4,8,35,48,42,41,24,48,30,37,6,27,24,3,49,43,15,36,17,6,15,37,37,7,29,50,43,15,39,3,7,44,27,13,30,31,25,22,28,22,21,13,15,23,21,31,40,48,50,20,B
1,4,27,15,47,28,29,18,23,22,21,3,15,50,13,28,48,23,39,16,25,49,45,31,20,35,26,12,2,28,15,2,11,21,38,27,12,22,4,31,31,45,43,49,12,36,43,7,15,46,38,B
1,4,27,38,42,36,29,17,40,30,6,29,3,12,14,38,19,15,18,8,11,38,36,17,31,40,45,17,23,6,19,39,42,37,30,25,20,26,17,30,27,35,41,41,35,13,4,11,45,8,26,B
1,4,47,32,40,3,36,26,16,34,14,32,14,49,45,40,23,30,38,34,48,45,4,40,49,23,41,12,9,47,28,21,6,41,28,20,13,4,39,30,23,24,3,34,34,24,30,46,21,17,14,B
1,4,10,41,1,18,14,17,22,33,6,30,5,22,37,41,48,2,6,16,19,37,29,2,14,9,2,47,31,23,3,33,40,31,3,23,41,13,4,42,44,45,47,7,25,9,41,49,10,38,14,B
1,4,7,12,47,41,14,37,45,36,12,8,11,16,17,7,23,3,37,38,36,20,15,27,22,5,26,11,30,4,14,33,2,31,37,42,19,35,10,26,20,32,33,16,10,6,33,25,50,9,11,B
1,4,38,15,18,49,32,32,40,20,6,47,45,4,35,14,27,37,46,35,19,37,14,46,37,35,50,24,22,5,8,22,33,21,45,18,26,49,11,40,1,17,10,42,26,11,23,37,32,5,50,B
1,4,33,14,19,6,4,40,33,29,31,50,20,41,10,20,29,49,11,37,27,21,46,19,25,18,18,13,37,25,35,19,21,11,17,20,44,1,2,15,5,35,46,41,28,23,49,34,30,44,25,B
1,4,19,37,1,23,39,29,24,43,16,34,33,34,24,44,6,34,22,12,31,38,27,26,44,17,47,10,23,23,2,20,21,14,38,12,25,1,42,19,26,41,1,15,22,11,2,28,42,34,12,B
1,4,41,48,37,41,23,10,42,31,17,45,36,27,6,49,29,19,50,50,43,35,36,2,23,29,4,28,48,25,9,30,25,17,32,30,49,43,48,29,28,48,41,16,9,18,1,3,39,5,36,B
1,4,7,48,11,26,21,14,38,16,24,14,33,16,4,47,46,42,36,21,1,22,44,32,20,12,10,18,9,8,37,5,16,41,21,13,32,14,19,46,21,22,14,4,26,3,35,15,12,33,40,B
1,4,48,7,29,4,11,5,16,43,30,38,29,19,46,29,41,40,8,39,22,1,5,4,23,12,10,11,30,33,6,19,46,41,35,2,26,1,15,11,34,9,10,19,46,19,47,28,35,11,6,B
1,4,8,18,38,35,35,44,44,4,21,13,29,28,46,34,45,3,16,29,44,39,28,35,39,27,16,39,16,22,12,48,9,24,7,14,44,41,26,44,42,38,19,13,34,44,46,21,43,6,22,B
1,4,12,45,9,46,24,39,48,50,38,21,49,33,21,5,48,15,1,29,2,47,12,49,42,48,25,12,21,12,13,50,49,5,7,21,21,33,42,47,29,15,32,2,7,46,11,26,15,49,9,B
1,4,27,8,14,23,2,33,46,17,42,20,39,17,50,26,44,46,46,16,47,12,26,23,21,50,20,13,1,7,29,49,24,28,44,2,35,7,4,4,41,5,10,24,4,24,14,48,4,32,3,B
1,4,32,23,3,29,16,49,36,29,12,13,12,26,8,23,7,46,50,48,50,26,11,44,49,31,4,13,39,32,15,25,26,28,23,6,46,32,6,12,8,32,48,45,38,39,4,46,32,42,46,B
1,4,20,7,38,41,19,13,41,27,14,27,23,45,28,41,42,13,50,10,20,35,2,12,6,17,4,50,31,37,24,8,37,27,8,8,36,18,27,44,46,49,25,44,18,22,36,25,15,18,37,B
1,4,25,12,9,3,14,32,40,38,11,41,12,3,22,39,49,23,2,39,49,9,24,38,19,29,28,24,9,24,5,22,34,34,46,32,45,11,12,2,12,7,21,10,16,38,17,4,9,38,40,B
1,4,46,40,44,27,23,6,40,30,13,7,32,13,20,10,42,29,34,19,32,7,3,4,48,15,45,18,36,33,16,4,46,41,43,31,23,2,30,12,36,2,35,3,26,30,3,7,6,47,4,B
1,4,49,5,21,26,26,37,33,43,38,39,29,25,4,7,18,23,48,41,10,33,23,45,6,34,37,35,48,5,29,43,43,50,44,22,33,42,9,39,16,29,46,50,15,43,40,5,6,11,28,B
1,4,34,39,14,33,30,9,40,11,16,47,14,40,11,24,15,11,17,19,10,9,50,40,13,14,2,4,6,16,9,16,34,20,6,44,44,7,48,28,35,43,29,36,49,18,13,41,35,43,48,B
1,4,4,25,47,32,46,23,20,41,15,18,3,10,11,33,30,27,19,3,5,23,38,7,36,3,43,41,15,27,20,37,23,6,8,15,20,42,15,23,40,14,47,4,50,10,7,3,47,6,37,B
1,4,13,36,21,47,23,50,49,47,30,10,5,5,34,15,38,41,8,35,25,6,11,20,12,12,19,26,9,11,16,50,6,34,28,7,43,45,6,40,12,6,31,25,45,43,47,43,13,21,19,B
1,4,2,47,6,19,16,37,5,23,7,12,30,35,29,19,23,18,47,4,46,38,46,49,2,23,17,32,5,43,44,9,32,24,19,10,47,20,6,27,3,27,29,33,6,19,7,29,41,30,30,B
1,4,47,41,30,35,21,29,49,14,17,37,42,16,4,34,34,4,48,20,2,34,2,15,10,6,28,9,16,15,44,12,26,10,38,8,16,24,6,34,38,13,38,44,43,18,13,49,28,42,48,B
1,4,4,8,45,12,36,28,39,13,33,44,9,35,17,12,12,43,10,31,17,44,23,25,10,28,37,45,6,34,28,18,19,15,20,23,1,13,15,32,47,37,30,47,47,29,50,26,16,33,36,B
1,4,12,42,41,38,48,15,2,31,12,46,33,43,49,47,39,11,33,35,11,48,14,20,39,48,18,26,24,9,44,36,34,39,37,11,41,31,14,39,20,43,29,32,50,14,33,29,26,36,42,B
1,4,24,22,2,8,38,25,35,35,36,45,9,32,4,13,15,9,32,25,15,12,28,4,6,25,3,47,33,6,45,3,15,14,15,45,18,8,10,5,27,19,22,46,25,13,33,30,17,38,8,B
1,4,17,45,28,6,23,31,36,37,4,4,13,45,30,3,27,28,31,42,50,8,2,48,17,48,21,26,15,45,15,32,36,34,21,20,35,23,47,24,48,43,21,4,26,45,12,18,10,3,4,B
1,4,18,45,49,41,2,5,22,38,39,40,21,44,24,38,44,44,19,3,31,3,2,40,17,46,15,21,36,47,49,17,8,25,19,20,23,31,5,8,44,45,39,14,29,27,49,31,13,11,43,B
1,4,14,13,44,15,20,15,10,19,3,16,34,12,2,46,12,10,18,26,50,4,18,16,6,38,26,5,50,14,31,28,33,40,25,40,46,16,25,44,2,28,6,49,25,43,1,6,27,33,43,B
1,4,26,32,33,48,48,46,41,33,38,35,43,6,10,28,19,14,28,37,29,9,28,35,21,33,47,7,32,50,44,22,13,6,50,24,9,25,44,38,29,4,44,26,48,16,9,35,41,48,39,B
1,4,11,49,8,1,1,3,1,26,15,11,19,28,10,9,5,15,48,1,31,14,11,48,30,16,3,15,21,20,17,36,5,42,32,1,39,47,20,50,45,34,34,23,21,3,7,6,31,13,14,B
1,4,18,39,22,10,8,17,35,43,2,21,47,41,27,23,9,45,35,5,37,35,4,17,7,2,45,16,39,35,50,39,3,14,9,50,23,46,5,6,28,24,20,23,37,18,31,22,13,3,2,B
1,4,17,47,12,3,9,22,42,8,29,39,45,33,7,34,45,34,5,38,32,23,35,22,34,45,3,48,11,31,34,17,43,23,12,42,5,18,28,41,10,41,23,14,29,7,8,11,4,2,21,B
1,4,46,27,2,32,37,26,3,17,29,40,1,22,29,2,12,16,2,11,24,49,24,46,25,22,42,18,24,6,12,10,47,1,18,24,23,48,6,37,21,3,28,28,28,9,5,50,48,47,26,B
1,4,23,10,33,33,3,35,5,20,37,46,3,41,30,43,27,20,41,25,4,31,3,33,48,12,1,43,22,45,4,28,29,30,20,24,25,11,9,3,33,38,8,24,7,27,44,34,43,25,25,B
1,4,21,44,39,46,4,13,44,29,33,21,8,47,22,24,23,1,31,8,10,28,27,8,14,26,38,36,22,22,17,22,33,7,12,46,11,35,7,41,2,4,37,45,3,39,46,17,30,46,38,B
1,4,34,49,45,38,45,42,50,34,41,1,11,38,26,21,21,31,9,47,18,39,11,4,1,25,3,12,30,34,18,29,2,24,12,22,33,41,18,26,21,36,18,20,27,30,43,13,7,16,1,B
1,4,47,45,47,29,11,47,2,3,12,30,47,38,32,45,10,2,22,14,25,35,22,35,47,5,7,5,29,27,30,7,41,50,43,8,50,31,34,9,18,37,8,1,14,44,36,42,9,41,49,B
1,4,50,22,33,23,27,20,30,21,15,38,8,34,22,42,44,26,42,11,39,44,18,25,47,49,7,4,11,50,32,33,50,22,6,32,35,7,29,28,25,29,2,11,27,19,19,45,20,37,39,B
1,4,32,33,32,21,31,48,30,8,47,36,17,49,48,43,43,45,42,4,1,32,30,9,35,20,23,24,10,33,49,26,20,12,48,36,1,5,35,9,5,2,35,1,37,48,44,45,20,40,20,B
1,4,20,40,47,49,46,17,41,43,45,45,20,14,16,42,6,6,40,2,17,31,26,23,7,30,44,17,34,9,38,21,45,50,44,6,34,15,24,7,4,12,25,7,32,44,7,46,1,3,40,B
1,4,49,31,6,46,10,38,19,4,13,10,31,27,5,11,50,8,13,27,22,48,45,6,45,8,22,11,48,48,47,28,3,23,36,8,42,12,33,7,1,21,43,32,24,38,48,36,41,34,47,B
1,4,26,34,36,1,29,32,11,27,4,36,16,1,30,28,39,5,15,1,18,36,4,49,1,33,8,19,18,29,38,6,3,1,6,15,6,23,14,20,31,29,11,11,17,7,10,42,20,42,33,B
1,4,37,45,46,13,34,8,28,22,47,27,45,11,15,10,7,48,25,42,26,24,29,45,30,36,17,3,24,46,19,17,45,30,5,8,32,12,24,18,14,41,25,14,50,20,40,5,38,16,30,B
1,4,25,16,24,1,42,38,8,45,14,5,26,35,48,25,50,44,12,45,43,43,31,49,22,19,42,21,31,30,41,46,30,39,8,8,2,2,37,31,5,44,2,32,3,21,43,11,45,45,12,B
1,4,22,25,25,23,4,3,40,41,50,6,45,39,23,35,9,19,10,18,7,28,12,10,41,11,46,47,28,12,32,40,6,24,7,46,5,16,28,33,37,25,41,38,21,2,7,17,36,12,30,B
1,4,5,12,25,5,24,14,12,4,22,25,9,17,7,32,9,30,43,6,39,37,10,46,27,23,27,42,7,27,26,10,39,24,34,43,29,24,25,10,36,18,31,47,46,50,22,48,21,22,39,B
1,4,8,23,16,16,43,43,22,15,50,36,15,5,32,34,49,26,41,30,20,36,11,7,39,29,17,39,4,23,35,28,40,40,42,44,16,11,32,15,32,18,19,39,39,43,31,6,33,15,4,B
1,4,11,21,10,45,6,16,45,26,25,36,1,27,45,17,9,10,15,30,48,22,13,20,17,31,23,21,50,49,6,43,38,1,28,23,36,24,31,48,15,23,30,25,21,46,47,20,18,6,20,B
1,4,9,36,29,43,1,33,33,11,46,2,24,15,11,42,4,28,5,31,23,10,48,9,30,36,49,35,4,2,3,10,11,1,33,17,20,7,44,29,8,28,32,36,40,33,34,34,48,42,26,B
1,4,37,5,39,43,43,20,20,36,36,14,4,10,7,13,37,42,44,22,39,5,8,35,4,23,36,35,3,32,44,28,35,9,22,45,38,15,3,44,45,12,45,23,25,38,24,40,7,29,49,B
1,4,39,17,46,7,17,36,36,1,19,41,42,13,35,30,16,50,30,8,42,10,15,28,45,33,35,48,5,7,27,48,46,47,16,49,17,17,6,40,38,26,37,13,16,1,35,23,12,16,13,B
1,4,1,35,25,45,28,48,48,38,6,5,46,18,25,9,49,27,16,50,26,49,39,42,19,28,18,44,20,18,46,26,39,46,18,6,49,20,40,10,36,41,20,39,37,44,46,44,19,32,48,B
1,4,48,29,25,3,13,20,46,47,45,6,24,27,46,9,1,23,31,30,27,43,34,19,9,35,9,44,23,26,19,30,47,37,30,5,48,24,43,34,35,42,1,47,34,44,39,33,45,36,12,B
1,4,6,48,22,10,45,47,34,33,2,28,42,15,24,38,17,18,28,8,37,49,31,23,22,18,3,44,43,20,46,19,50,19,3,22,31,3,18,27,3,38,39,19,47,24,37,27,5,50,13,B
1,4,48,41,9,43,2,37,7,4,22,7,19,16,35,35,16,9,45,29,22,39,49,46,2,20,46,46,37,26,8,33,50,14,8,7,2,8,31,45,19,15,44,1,27,34,36,12,14,25,36,B
1,4,47,2,28,10,9,10,43,47,26,1,20,40,36,28,21,43,50,46,26,23,5,18,7,26,3,2,35,4,31,12,33,38,13,11,1,4,15,45,1,25,23,27,19,48,12,4,20,14,43,B
1,4,6,34,49,2,35,38,46,27,16,17,15,9,19,5,47,49,2,4,38,46,42,16,21,22,37,47,32,47,10,26,12,15,14,29,23,37,44,49,35,16,4,23,47,25,27,36,50,50,3,B
1,4,5,29,7,15,41,17,43,25,9,30,35,30,14,14,22,37,10,44,7,7,4,7,4,45,7,43,4,36,47,28,41,48,19,26,32,16,5,43,47,4,32,47,46,11,1,17,13,34,43,B
1,4,13,48,29,38,33,33,7,21,17,10,13,38,34,25,16,14,26,17,21,1,18,5,32,2,15,15,2,18,17,3,3,16,2,39,7,41,8,29,23,31,1,7,42,15,33,36,33,8,32,B
1,4,27,2,3,40,21,21,35,3,44,28,38,43,18,50,1,13,34,35,49,36,43,8,23,49,36,39,18,36,50,7,6,50,12,9,5,30,26,35,39,29,32,5,38,9,19,4,45,48,50,B
1,4,47,13,23,42,36,35,40,22,50,9,33,36,48,5,26,37,35,19,17,30,10,10,12,7,22,47,4,41,33,50,44,29,41,9,4,18,27,18,10,2,35,50,22,48,42,14,47,9,4,B
1,4,44,31,37,49,44,18,6,45,48,6,19,10,18,13,39,43,10,3,17,45,4,50,16,45,31,38,11,31,24,45,26,9,47,49,22,3,33,4,21,48,31,39,19,28,43,15,14,14,27,B
1,4,8,7,7,1,29,38,30,32,36,2,11,13,50,44,14,33,40,31,48,23,12,9,18,26,31,17,12,44,11,6,15,31,28,44,44,34,25,37,44,17,35,10,11,41,41,17,13,24,34,B
1,4,25,3,23,15,40,38,25,11,35,33,46,2,23,2,30,27,7,5,49,50,9,35,41,11,16,4,20,25,7,21,16,22,37,50,24,24,37,42,47,25,10,24,18,47,22,46,43,34,1,B
1,4,24,37,48,29,48,41,30,1,15,16,48,29,14,23,23,5,15,27,34,15,32,37,16,41,15,49,7,9,9,41,49,16,31,14,29,29,34,22,42,47,28,7,48,35,31,45,5,11,12,B
1,4,2,2,27,22,19,36,40,1,23,47,16,12,16,39,2,18,42,42,30,4,41,9,2,42,30,40,15,31,19,12,17,39,32,10,38,46,43,24,20,10,14,1,46,27,9,23,33,30,2,B
1,4,12,38,3,50,13,47,25,29,16,28,49,28,15,18,27,43,26,9,37,38,15,15,11,25,24,28,34,45,18,38,9,23,38,38,24,46,34,8,41,49,39,37,19,8,48,48,6,27,48,B
1,4,39,25,3,19,18,37,18,28,37,27,13,9,17,10,46,21,40,29,2,32,23,35,48,17,38,17,35,6,48,24,30,47,35,12,29,10,18,18,14,25,29,1,47,1,32,12,31,10,3,B
1,4,23,16,7,11,27,28,20,42,6,43,21,44,7,47,8,20,1,25,27,4,38,25,35,8,34,48,41,26,5,26,14,24,21,15,16,42,40,42,26,25,29,46,3,49,8,50,37,45,19,B
1,4,8,25,22,2,46,47,20,30,16,19,24,38,18,45,2,29,3,3,38,46,31,18,18,38,30,5,4,10,31,29,15,34,16,48,25,33,16,35,28,1,45,42,38,2,44,19,2,35,6,B
1,4,9,39,18,41,49,13,10,34,17,47,42,50,30,2,36,40,28,42,24,3,1,24,41,47,38,2,20,47,37,43,2,21,32,44,43,4,16,11,19,17,9,3,30,21,36,21,32,14,18,B
1,4,17,17,36,33,26,9,2,48,3,28,14,1,44,24,6,49,9,6,36,2,5,16,16,19,37,29,25,20,46,15,9,39,48,41,5,25,32,35,42,48,36,22,38,38,26,39,18,10,19,B
1,4,28,9,29,25,43,14,5,49,45,7,5,25,40,36,27,49,40,41,23,5,22,44,36,14,12,35,13,7,24,24,23,26,45,12,12,31,26,13,1,28,25,8,35,48,34,5,33,43,38,B
1,4,25,1,38,48,2,28,13,29,23,37,46,38,32,29,2,33,4,15,50,5,50,18,40,28,44,24,45,50,18,7,4,44,40,32,22,3,33,8,31,35,47,38,30,21,30,1,26,5,16,B
1,4,45,40,11,48,38,49,26,25,16,23,40,24,9,3,28,50,43,48,12,8,8,38,41,3,8,36,36,40,42,24,10,1,37,3,31,12,19,35,24,47,20,4,38,27,49,17,14,25,2,B
1,4,9,22,4,45,36,13,7,50,1,21,20,36,8,8,1,35,3,48,16,50,42,13,21,48,37,22,13,44,9,48,13,43,25,9,20,42,24,50,25,45,3,2,26,43,30,24,31,12,48,B
1,4,37,4,33,37,5,25,8,37,44,5,7,28,30,48,4,31,35,5,42,35,48,20,10,30,9,9,22,23,27,24,4,32,16,28,22,41,21,12,4,2,39,19,25,22,43,19,45,14,17,B
1,4,18,25,8,41,45,9,18,24,21,37,22,15,30,47,23,20,21,50,19,49,44,44,5,39,40,4,31,12,28,45,20,47,3,50,11,40,26,48,37,17,37,31,20,42,28,42,16,41,20,B
1,4,20,30,45,29,29,21,33,11,23,14,29,46,25,13,34,2,40,9,29,4,32,26,38,47,19,9,4,19,6,33,2,49,8,44,32,31,30,47,7,1,38,17,19,29,7,41,48,17,48,B
1,4,17,34,5,1,5,38,39,44,18,32,17,48,30,39,36,15,14,10,25,31,3,24,38,41,14,34,13,45,39,38,4,24,15,20,26,15,41,45,35,41,23,16,34,38,50,27,40,36,22,B
1,4,39,11,41,31,37,39,35,8,5,33,41,4,1,41,26,2,11,15,48,17,30,29,41,42,40,6,15,21,24,33,17,8,30,43,5,44,28,5,30,21,4,47,39,17,11,39,6,47,16,B
1,4,41,28,40,15,8,47,34,19,28,28,38,13,28,22,15,24,45,2,47,44,36,41,44,32,45,34,33,12,36,34,14,40,46,4,28,4,50,42,39,19,36,29,27,48,4,34,37,44,41,B
1,4,28,41,39,11,24,17,13,9,34,12,15,1,39,8,9,20,10,29,5,35,38,8,48,12,40,25,27,1,11,43,44,5,45,1,32,25,36,20,34,44,35,41,20,36,14,22,10,31,7,B
1,4,12,14,7,31,45,15,39,12,33,49,4,25,35,42,5,44,9,1,33,3,11,44,18,8,40,16,20,33,15,27,24,45,42,37,30,4,28,42,28,30,27,13,6,46,46,29,19,46,25,B
1,4,7,12,3,49,46,16,14,47,49,24,8,38,34,20,3,34,41,5,31,29,6,30,35,6,47,6,23,18,11,45,23,22,30,40,15,1,11,5,50,16,32,32,21,21,13,17,12,33,34,B
1,4,11,15,29,26,1,21,15,2,39,33,31,46,27,7,24,10,38,18,29,12,24,22,7,19,3,25,24,50,13,29,3,17,49,4,16,38,32,4,38,45,40,36,19,21,6,48,24,3,35,B
1,4,39,6,27,2,17,12,20,48,17,27,13,35,13,9,24,36,44,3,17,48,36,9,30,18,26,47,38,2,42,48,3,37,19,13,44,25,42,50,7,48,20,42,39,4,18,24,26,45,49,B
1,4,28,22,23,8,10,49,3,47,20,47,22,11,16,46,42,29,47,37,33,42,47,46,18,47,12,46,2,2,17,13,1,6,31,5,6,48,13,37,41,2,39,27,7,4,6,29,19,28,12,B
1,4,42,4,19,5,1,27,24,38,39,50,17,37,16,3,35,13,1,18,46,43,25,31,15,36,34,37,47,15,47,44,17,5,2,8,8,39,18,46,34,34,26,35,31,16,28,4,41,50,30,B
1,4,37,9,26,32,25,49,14,30,12,26,30,2,31,48,44,31,43,49,16,27,18,5,14,3,29,24,16,17,18,48,26,39,30,36,3,18,24,18,27,50,7,36,5,2,40,49,44,49,3,B
1,4,50,47,20,18,13,5,20,25,42,46,16,13,25,4,39,19,46,45,44,27,13,5,8,49,9,24,40,5,23,25,5,29,9,27,32,17,3,3,33,39,27,27,1,1,28,50,1,26,18,B
1,4,48,15,10,24,23,38,24,46,41,4,20,30,34,43,23,50,36,50,50,18,4,1,36,8,16,2,5,25,18,50,45,25,21,27,15,34,34,42,18,5,26,13,9,23,28,23,49,10,4,B
1,4,41,6,47,14,44,46,5,14,46,22,32,48,11,19,27,43,9,25,16,39,1,23,47,6,35,38,36,27,35,38,15,3,16,9,22,12,23,3,16,28,6,8,9,36,47,39,30,9,42,B
1,4,23,26,44,27,1,26,29,34,46,8,48,48,47,34,10,18,6,37,7,45,33,46,4,18,5,18,39,30,35,48,42,46,19,30,32,41,42,45,29,48,46,6,35,44,16,32,48,41,44,B
1,4,18,6,34,31,48,23,44,11,33,38,18,25,22,32,5,50,7,13,24,32,28,20,6,26,30,48,22,44,27,16,42,35,47,30,24,31,1,4,15,29,6,34,49,17,37,30,5,43,40,B
1,4,8,1,2,25,17,31,2,47,50,20,30,32,32,49,27,38,17,49,44,9,22,22,43,4,7,23,25,22,41,28,41,32,18,23,46,41,39,38,50,32,35,46,21,4,30,16,7,35,23,B
1,4,7,21,8,42,44,20,48,46,33,29,32,19,14,27,8,39,11,18,25,26,27,6,31,23,30,29,44,33,35,45,1,21,32,42,11,39,16,27,20,30,28,28,7,21,10,28,25,19,40,B
